,XCOORD,YCOORD,ZCOORD,DEMAND,READY_Time,DUE_Time,SERVICE_TIME
0,40.0,50.0,0.08340440094051481,0,0,3390,0
1,52.0,75.0,0.14406489868843161,10,71,711,90
2,45.0,70.0,2.2874963468977327e-05,30,20,660,90
3,62.0,69.0,0.060466514526367955,10,927,1567,90
4,60.0,66.0,0.02935117816342261,10,1021,1661,90
5,42.0,65.0,0.01846771895375956,10,15,655,90
6,16.0,42.0,0.03725204227553418,20,257,897,90
7,58.0,70.0,0.06911214540860955,20,833,1473,90
8,34.0,60.0,0.07935349484613398,20,2647,3287,90
9,28.0,70.0,0.10776334680067139,10,2361,3001,90
10,35.0,66.0,0.08383890288065897,10,2551,3191,90
11,35.0,69.0,0.13704390007935188,10,2458,3098,90
12,25.0,85.0,0.04089044994630348,20,1879,2519,90
13,22.0,75.0,0.17562348727818908,30,2165,2805,90
14,22.0,85.0,0.005477518639585233,10,1786,2426,90
15,20.0,80.0,0.13409350203568043,40,1976,2616,90
16,20.0,85.0,0.08346096047342538,40,1694,2334,90
17,18.0,75.0,0.11173796568915033,20,2071,2711,90
18,15.0,75.0,0.028077387719046755,20,1502,2142,90
19,15.0,80.0,0.03962029781697576,10,1597,2237,90
20,30.0,50.0,0.16014891373510734,10,10,650,90
21,30.0,56.0,0.19365231514387948,20,2648,3288,90
22,28.0,52.0,0.06268483563184857,20,12,652,90
23,14.0,66.0,0.13846452313386282,10,1403,2043,90
24,25.0,50.0,0.17527783045920764,10,15,655,90
25,22.0,66.0,0.17892133270076946,40,2264,2904,90
26,8.0,62.0,0.017008842273955584,10,1305,1945,90
27,23.0,52.0,0.007810956646576472,10,17,657,90
28,4.0,55.0,0.03396608391291378,20,1207,1847,90
29,20.0,50.0,0.17562850068588262,10,158,798,90
30,20.0,55.0,0.01966936676661002,10,63,703,90
31,10.0,35.0,0.08422152500101043,20,541,1181,90
32,10.0,40.0,0.1915779060301004,30,353,993,90
33,8.0,40.0,0.1066330569946034,40,445,1085,90
34,8.0,45.0,0.13837542279009465,20,1106,1746,90
35,5.0,35.0,0.06310312620121258,10,636,1276,90
36,5.0,45.0,0.13730018553631676,10,1013,1653,90
37,2.0,40.0,0.16692513437947457,20,731,1371,90
38,0.0,40.0,0.003657655468838361,30,823,1463,90
39,0.0,45.0,0.15002886298899348,20,918,1558,90
40,36.0,18.0,0.19777221778129894,10,1579,2219,90
41,35.0,32.0,0.14963313087596788,10,2518,3158,90
42,33.0,32.0,0.05608879841288103,20,2426,3066,90
43,33.0,35.0,0.1578558656902977,10,2333,2973,90
44,32.0,20.0,0.020645201315528404,10,1673,2313,90
