,XCOORD,YCOORD,ZCOORD,DEMAND,READY_Time,DUE_Time,SERVICE_TIME
0,40.0,50.0,0.08340440094051481,0,0,1236,0
1,45.0,68.0,0.14406489868843161,10,0,1127,90
2,45.0,70.0,2.2874963468977327e-05,30,0,1125,90
3,42.0,66.0,0.060466514526367955,10,0,1129,90
4,42.0,68.0,0.02935117816342261,10,727,782,90
5,42.0,65.0,0.01846771895375956,10,0,1130,90
6,40.0,69.0,0.03725204227553418,20,0,1127,90
7,40.0,66.0,0.06911214540860955,20,0,1130,90
8,38.0,68.0,0.07935349484613398,20,255,324,90
9,38.0,70.0,0.10776334680067139,10,534,605,90
10,35.0,66.0,0.08383890288065897,10,0,1129,90
11,35.0,69.0,0.13704390007935188,10,448,505,90
12,25.0,85.0,0.04089044994630348,20,0,1107,90
13,22.0,75.0,0.17562348727818908,30,30,92,90
14,22.0,85.0,0.005477518639585233,10,0,1106,90
15,20.0,80.0,0.13409350203568043,40,384,429,90
16,20.0,85.0,0.08346096047342538,40,0,1105,90
17,18.0,75.0,0.11173796568915033,20,0,1112,90
18,15.0,75.0,0.028077387719046755,20,0,1110,90
19,15.0,80.0,0.03962029781697576,10,0,1106,90
20,30.0,50.0,0.16014891373510734,10,0,1136,90
21,30.0,52.0,0.19365231514387948,20,0,1135,90
22,28.0,52.0,0.06268483563184857,20,0,1133,90
23,28.0,55.0,0.13846452313386282,10,732,777,90
24,25.0,50.0,0.17527783045920764,10,0,1131,90
25,25.0,52.0,0.17892133270076946,40,169,224,90
26,25.0,55.0,0.017008842273955584,10,0,1130,90
27,23.0,52.0,0.007810956646576472,10,0,1128,90
28,23.0,55.0,0.03396608391291378,20,0,1128,90
29,20.0,50.0,0.17562850068588262,10,0,1126,90
30,20.0,55.0,0.01966936676661002,10,0,1125,90
31,10.0,35.0,0.08422152500101043,20,0,1112,90
32,10.0,40.0,0.1915779060301004,30,0,1114,90
33,8.0,40.0,0.1066330569946034,40,0,1112,90
34,8.0,45.0,0.13837542279009465,20,0,1113,90
35,5.0,35.0,0.06310312620121258,10,0,1107,90
36,5.0,45.0,0.13730018553631676,10,0,1110,90
37,2.0,40.0,0.16692513437947457,20,0,1106,90
38,0.0,40.0,0.003657655468838361,30,479,522,90
39,0.0,45.0,0.15002886298899348,20,0,1105,90
40,35.0,30.0,0.19777221778129894,10,0,1125,90
41,35.0,32.0,0.14963313087596788,10,0,1127,90
42,33.0,32.0,0.05608879841288103,20,0,1126,90
43,33.0,35.0,0.1578558656902977,10,0,1129,90
44,32.0,30.0,0.020645201315528404,10,359,412,90
45,30.0,30.0,0.08957870523518104,10,0,1123,90
46,30.0,32.0,0.18171910061861912,30,0,1125,90
47,30.0,35.0,0.058722829674735896,10,0,1127,90
48,28.0,30.0,0.05755506771726975,10,0,1122,90
49,28.0,35.0,0.026005714423655533,10,0,1126,90
50,26.0,32.0,0.003873391574059415,10,0,1123,90
51,25.0,30.0,0.1357671065879782,10,0,1121,90
52,25.0,35.0,0.042325623200011805,10,0,1124,90
53,44.0,5.0,0.05310933187444525,20,286,347,90
54,42.0,10.0,0.09831463185606766,40,0,1105,90
55,42.0,15.0,0.010672509023416077,10,95,158,90
56,40.0,5.0,0.1148235210984026,30,0,1101,90
57,40.0,15.0,0.02934571498116203,40,0,1111,90
58,38.0,5.0,0.11786110738065685,30,471,534,90
59,38.0,15.0,0.13995167200418623,10,0,1110,90
60,35.0,5.0,0.020466885765565167,20,0,1100,90
61,50.0,30.0,0.08281119756391367,10,0,1123,90
62,50.0,35.0,0.13888003154554904,20,262,317,90
63,50.0,40.0,0.08283585390538054,50,0,1131,90
64,48.0,30.0,0.009990691789217432,10,0,1124,90
65,48.0,40.0,0.10717928118310231,10,0,1133,90
66,47.0,35.0,0.13275892904395775,10,0,1129,90
67,47.0,40.0,0.10297782241166172,10,12,77,90
68,45.0,30.0,0.18891895119816265,10,0,1125,90
69,45.0,35.0,0.11731100810039859,10,916,969,90
70,95.0,30.0,0.1806803830575767,30,0,1087,90
