,XCOORD,YCOORD,ZCOORD,DEMAND,READY_Time,DUE_Time,SERVICE_TIME
0,40.0,50.0,0.08340440094051481,0,0,3390,0
1,52.0,75.0,0.14406489868843161,10,231,551,90
2,45.0,70.0,2.2874963468977327e-05,30,133,453,90
3,62.0,69.0,0.060466514526367955,10,1087,1407,90
4,60.0,66.0,0.02935117816342261,10,1181,1501,90
5,42.0,65.0,0.01846771895375956,10,15,335,90
6,16.0,42.0,0.03725204227553418,20,417,737,90
7,58.0,70.0,0.06911214540860955,20,993,1313,90
8,34.0,60.0,0.07935349484613398,20,2807,3127,90
9,28.0,70.0,0.10776334680067139,10,2521,2841,90
10,35.0,66.0,0.08383890288065897,10,2711,3031,90
11,35.0,69.0,0.13704390007935188,10,2618,2938,90
12,25.0,85.0,0.04089044994630348,20,2039,2359,90
13,22.0,75.0,0.17562348727818908,30,2325,2645,90
14,22.0,85.0,0.005477518639585233,10,1946,2266,90
15,20.0,80.0,0.13409350203568043,40,2136,2456,90
16,20.0,85.0,0.08346096047342538,40,1854,2174,90
17,18.0,75.0,0.11173796568915033,20,2231,2551,90
18,15.0,75.0,0.028077387719046755,20,1662,1982,90
19,15.0,80.0,0.03962029781697576,10,1757,2077,90
20,30.0,50.0,0.16014891373510734,10,10,330,90
21,30.0,56.0,0.19365231514387948,20,2903,3223,90
22,28.0,52.0,0.06268483563184857,20,12,332,90
23,14.0,66.0,0.13846452313386282,10,1563,1883,90
24,25.0,50.0,0.17527783045920764,10,36,356,90
25,22.0,66.0,0.17892133270076946,40,2424,2744,90
26,8.0,62.0,0.017008842273955584,10,1465,1785,90
27,23.0,52.0,0.007810956646576472,10,129,449,90
28,4.0,55.0,0.03396608391291378,20,1367,1687,90
29,20.0,50.0,0.17562850068588262,10,318,638,90
30,20.0,55.0,0.01966936676661002,10,223,543,90
31,10.0,35.0,0.08422152500101043,20,701,1021,90
32,10.0,40.0,0.1915779060301004,30,513,833,90
33,8.0,40.0,0.1066330569946034,40,605,925,90
34,8.0,45.0,0.13837542279009465,20,1266,1586,90
35,5.0,35.0,0.06310312620121258,10,796,1116,90
36,5.0,45.0,0.13730018553631676,10,1173,1493,90
37,2.0,40.0,0.16692513437947457,20,891,1211,90
38,0.0,40.0,0.003657655468838361,30,983,1303,90
39,0.0,45.0,0.15002886298899348,20,1078,1398,90
40,36.0,18.0,0.19777221778129894,10,1739,2059,90
41,35.0,32.0,0.14963313087596788,10,2678,2998,90
42,33.0,32.0,0.05608879841288103,20,2586,2906,90
43,33.0,35.0,0.1578558656902977,10,2493,2813,90
44,32.0,20.0,0.020645201315528404,10,1833,2153,90
45,30.0,30.0,0.08957870523518104,10,2025,2345,90
46,34.0,25.0,0.18171910061861912,30,1929,2249,90
47,30.0,35.0,0.058722829674735896,10,2400,2720,90
48,36.0,40.0,0.05755506771726975,10,2776,3096,90
49,48.0,20.0,0.026005714423655533,10,887,1207,90
50,26.0,32.0,0.003873391574059415,10,2212,2532,90
51,25.0,30.0,0.1357671065879782,10,2120,2440,90
52,25.0,35.0,0.042325623200011805,10,2305,2625,90
53,44.0,5.0,0.05310933187444525,20,1176,1496,90
54,42.0,10.0,0.09831463185606766,40,1080,1400,90
55,42.0,15.0,0.010672509023416077,10,985,1305,90
56,40.0,5.0,0.1148235210984026,30,1270,1590,90
57,38.0,15.0,0.02934571498116203,40,1645,1965,90
58,38.0,5.0,0.11786110738065685,30,1362,1682,90
59,38.0,10.0,0.13995167200418623,10,1550,1870,90
60,35.0,5.0,0.020466885765565167,20,1455,1775,90
61,50.0,30.0,0.08281119756391367,10,321,641,90
62,50.0,35.0,0.13888003154554904,20,40,360,90
63,50.0,40.0,0.08283585390538054,50,14,334,90
64,48.0,30.0,0.009990691789217432,10,413,733,90
65,44.0,25.0,0.10717928118310231,10,791,1111,90
66,47.0,35.0,0.13275892904395775,10,508,828,90
