,XCOORD,YCOORD,ZCOORD,DEMAND,READY_Time,DUE_Time,SERVICE_TIME
0,40.0,50.0,0.08340440094051481,0,0,3390,0
1,52.0,75.0,0.14406489868843161,10,213,568,90
2,45.0,70.0,2.2874963468977327e-05,30,22,563,90
3,62.0,69.0,0.060466514526367955,10,1030,1463,90
4,60.0,66.0,0.02935117816342261,10,1154,1527,90
5,42.0,65.0,0.01846771895375956,10,15,402,90
6,16.0,42.0,0.03725204227553418,20,331,822,90
7,58.0,70.0,0.06911214540860955,20,965,1340,90
8,34.0,60.0,0.07935349484613398,20,2653,3280,90
9,28.0,70.0,0.10776334680067139,10,2385,2976,90
10,35.0,66.0,0.08383890288065897,10,2628,3113,90
11,35.0,69.0,0.13704390007935188,10,2603,2952,90
12,25.0,85.0,0.04089044994630348,20,1985,2412,90
13,22.0,75.0,0.17562348727818908,30,2310,2659,90
14,22.0,85.0,0.005477518639585233,10,1846,2365,90
15,20.0,80.0,0.13409350203568043,40,2077,2514,90
16,20.0,85.0,0.08346096047342538,40,1763,2264,90
17,18.0,75.0,0.11173796568915033,20,2143,2638,90
18,15.0,75.0,0.028077387719046755,20,1560,2083,90
19,15.0,80.0,0.03962029781697576,10,1689,2144,90
20,30.0,50.0,0.16014891373510734,10,10,645,90
21,30.0,56.0,0.19365231514387948,20,2675,3288,90
22,28.0,52.0,0.06268483563184857,20,12,505,90
23,14.0,66.0,0.13846452313386282,10,1519,1926,90
24,25.0,50.0,0.17527783045920764,10,23,368,90
25,22.0,66.0,0.17892133270076946,40,2380,2787,90
26,8.0,62.0,0.017008842273955584,10,1330,1919,90
27,23.0,52.0,0.007810956646576472,10,93,484,90
28,4.0,55.0,0.03396608391291378,20,1268,1785,90
29,20.0,50.0,0.17562850068588262,10,168,787,90
30,20.0,55.0,0.01966936676661002,10,170,595,90
31,10.0,35.0,0.08422152500101043,20,585,1136,90
32,10.0,40.0,0.1915779060301004,30,448,897,90
33,8.0,40.0,0.1066330569946034,40,499,1030,90
34,8.0,45.0,0.13837542279009465,20,1190,1661,90
35,5.0,35.0,0.06310312620121258,10,666,1245,90
36,5.0,45.0,0.13730018553631676,10,1076,1589,90
37,2.0,40.0,0.16692513437947457,20,772,1329,90
38,0.0,40.0,0.003657655468838361,30,890,1395,90
39,0.0,45.0,0.15002886298899348,20,1036,1439,90
40,36.0,18.0,0.19777221778129894,10,1612,2185,90
41,35.0,32.0,0.14963313087596788,10,2599,3076,90
42,33.0,32.0,0.05608879841288103,20,2529,2962,90
43,33.0,35.0,0.1578558656902977,10,2463,2842,90
44,32.0,20.0,0.020645201315528404,10,1745,2240,90
45,30.0,30.0,0.08957870523518104,10,1932,2437,90
46,34.0,25.0,0.18171910061861912,30,1884,2293,90
47,30.0,35.0,0.058722829674735896,10,2348,2771,90
48,36.0,40.0,0.05755506771726975,10,2715,3156,90
49,48.0,20.0,0.026005714423655533,10,812,1281,90
50,26.0,32.0,0.003873391574059415,10,2018,2725,90
51,25.0,30.0,0.1357671065879782,10,2015,2544,90
52,25.0,35.0,0.042325623200011805,10,2201,2728,90
53,44.0,5.0,0.05310933187444525,20,1078,1593,90
54,42.0,10.0,0.09831463185606766,40,998,1481,90
55,42.0,15.0,0.010672509023416077,10,897,1392,90
56,40.0,5.0,0.1148235210984026,30,1199,1660,90
57,38.0,15.0,0.02934571498116203,40,1552,2057,90
58,38.0,5.0,0.11786110738065685,30,1263,1780,90
59,38.0,10.0,0.13995167200418623,10,1498,1921,90
60,35.0,5.0,0.020466885765565167,20,1325,1904,90
